,REF_DATE,GEO,Sex,Primary types of cancer ,Trends,Characteristics,UOM,SCALAR_FACTOR,VALUE
3658,2021,Canada (excluding Quebec),Females,"Pancreas
",Fourth trend,Start year of period,Number,units,
3659,2021,Canada (excluding Quebec),Females,"Pancreas
",Fourth trend,End year of period,Number,units,
3660,2021,Canada (excluding Quebec),Females,"Pancreas
",Fifth trend,Annual percent change (APC),Percentage,units,
3661,2021,Canada (excluding Quebec),Females,"Pancreas
",Fifth trend,Start year of period,Number,units,
3662,2021,Canada (excluding Quebec),Females,"Pancreas
",Fifth trend,End year of period,Number,units,
3663,2021,Canada (excluding Quebec),Females,"Pancreas
",Latest trend,Annual percent change (APC),Percentage,units,-0.1
3664,2021,Canada (excluding Quebec),Females,"Pancreas
",Latest trend,Start year of period,Number,units,1984.0
3665,2021,Canada (excluding Quebec),Females,"Pancreas
",Latest trend,End year of period,Number,units,2020.0
3666,2021,Canada (excluding Quebec),Females,"Pancreas
",Overall trend since 1984,Annual percent change (APC),Percentage,units,-0.1
3667,2021,Canada (excluding Quebec),Females,"Pancreas
",Overall trend since 1984,Start year of period,Number,units,1984.0
3668,2021,Canada (excluding Quebec),Females,"Pancreas
",Overall trend since 1984,End year of period,Number,units,2020.0
3669,2021,Canada (excluding Quebec),Females,"Pancreas
",Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-0.1
3670,2021,Canada (excluding Quebec),Females,"Pancreas
",Overall trend within the last ten years,Start year of period,Number,units,2011.0
3671,2021,Canada (excluding Quebec),Females,"Pancreas
",Overall trend within the last ten years,End year of period,Number,units,2020.0
3672,2021,Canada (excluding Quebec),Females,Lung and bronchus,First trend,Annual percent change (APC),Percentage,units,3.1
3673,2021,Canada (excluding Quebec),Females,Lung and bronchus,First trend,Start year of period,Number,units,1984.0
3674,2021,Canada (excluding Quebec),Females,Lung and bronchus,First trend,End year of period,Number,units,1994.0
3675,2021,Canada (excluding Quebec),Females,Lung and bronchus,Second trend,Annual percent change (APC),Percentage,units,0.8
3676,2021,Canada (excluding Quebec),Females,Lung and bronchus,Second trend,Start year of period,Number,units,1994.0
3677,2021,Canada (excluding Quebec),Females,Lung and bronchus,Second trend,End year of period,Number,units,2006.0
3678,2021,Canada (excluding Quebec),Females,Lung and bronchus,Third trend,Annual percent change (APC),Percentage,units,-1.0
3679,2021,Canada (excluding Quebec),Females,Lung and bronchus,Third trend,Start year of period,Number,units,2006.0
3680,2021,Canada (excluding Quebec),Females,Lung and bronchus,Third trend,End year of period,Number,units,2015.0
3681,2021,Canada (excluding Quebec),Females,Lung and bronchus,Fourth trend,Annual percent change (APC),Percentage,units,-3.3
3682,2021,Canada (excluding Quebec),Females,Lung and bronchus,Fourth trend,Start year of period,Number,units,2015.0
3683,2021,Canada (excluding Quebec),Females,Lung and bronchus,Fourth trend,End year of period,Number,units,2020.0
3684,2021,Canada (excluding Quebec),Females,Lung and bronchus,Fifth trend,Annual percent change (APC),Percentage,units,
3685,2021,Canada (excluding Quebec),Females,Lung and bronchus,Fifth trend,Start year of period,Number,units,
3686,2021,Canada (excluding Quebec),Females,Lung and bronchus,Fifth trend,End year of period,Number,units,
3687,2021,Canada (excluding Quebec),Females,Lung and bronchus,Latest trend,Annual percent change (APC),Percentage,units,-3.3
3688,2021,Canada (excluding Quebec),Females,Lung and bronchus,Latest trend,Start year of period,Number,units,2015.0
3689,2021,Canada (excluding Quebec),Females,Lung and bronchus,Latest trend,End year of period,Number,units,2020.0
3690,2021,Canada (excluding Quebec),Females,Lung and bronchus,Overall trend since 1984,Annual percent change (APC),Percentage,units,0.4
3691,2021,Canada (excluding Quebec),Females,Lung and bronchus,Overall trend since 1984,Start year of period,Number,units,1984.0
3692,2021,Canada (excluding Quebec),Females,Lung and bronchus,Overall trend since 1984,End year of period,Number,units,2020.0
3693,2021,Canada (excluding Quebec),Females,Lung and bronchus,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-2.3
3694,2021,Canada (excluding Quebec),Females,Lung and bronchus,Overall trend within the last ten years,Start year of period,Number,units,2011.0
3695,2021,Canada (excluding Quebec),Females,Lung and bronchus,Overall trend within the last ten years,End year of period,Number,units,2020.0
3696,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),First trend,Annual percent change (APC),Percentage,units,2.9
3697,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),First trend,Start year of period,Number,units,1984.0
3698,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),First trend,End year of period,Number,units,1999.0
3699,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Second trend,Annual percent change (APC),Percentage,units,0.1
3700,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Second trend,Start year of period,Number,units,1999.0
3701,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Second trend,End year of period,Number,units,2020.0
3702,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Third trend,Annual percent change (APC),Percentage,units,
3703,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Third trend,Start year of period,Number,units,
3704,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Third trend,End year of period,Number,units,
3705,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Fourth trend,Annual percent change (APC),Percentage,units,
3706,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Fourth trend,Start year of period,Number,units,
3707,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Fourth trend,End year of period,Number,units,
3708,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Fifth trend,Annual percent change (APC),Percentage,units,
3709,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Fifth trend,Start year of period,Number,units,
3710,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Fifth trend,End year of period,Number,units,
3711,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Latest trend,Annual percent change (APC),Percentage,units,0.1
3712,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Latest trend,Start year of period,Number,units,1999.0
3713,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Latest trend,End year of period,Number,units,2020.0
3714,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Overall trend since 1984,Annual percent change (APC),Percentage,units,1.2
3715,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Overall trend since 1984,Start year of period,Number,units,1984.0
3716,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Overall trend since 1984,End year of period,Number,units,2020.0
3717,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Overall trend within the last ten years,Annual percent change (APC),Percentage,units,0.1
3718,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Overall trend within the last ten years,Start year of period,Number,units,2011.0
3719,2021,Canada (excluding Quebec),Females,Soft tissue (including heart),Overall trend within the last ten years,End year of period,Number,units,2020.0
3720,2021,Canada (excluding Quebec),Females,Melanomas of the skin,First trend,Annual percent change (APC),Percentage,units,0.3
3721,2021,Canada (excluding Quebec),Females,Melanomas of the skin,First trend,Start year of period,Number,units,1984.0
3722,2021,Canada (excluding Quebec),Females,Melanomas of the skin,First trend,End year of period,Number,units,2012.0
3723,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Second trend,Annual percent change (APC),Percentage,units,-2.7
3724,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Second trend,Start year of period,Number,units,2012.0
3725,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Second trend,End year of period,Number,units,2020.0
3726,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Third trend,Annual percent change (APC),Percentage,units,
3727,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Third trend,Start year of period,Number,units,
3728,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Third trend,End year of period,Number,units,
3729,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Fourth trend,Annual percent change (APC),Percentage,units,
3730,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Fourth trend,Start year of period,Number,units,
3731,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Fourth trend,End year of period,Number,units,
3732,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Fifth trend,Annual percent change (APC),Percentage,units,
3733,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Fifth trend,Start year of period,Number,units,
3734,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Fifth trend,End year of period,Number,units,
3735,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Latest trend,Annual percent change (APC),Percentage,units,-2.7
3736,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Latest trend,Start year of period,Number,units,2012.0
3737,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Latest trend,End year of period,Number,units,2020.0
3738,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Overall trend since 1984,Annual percent change (APC),Percentage,units,-0.4
3739,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Overall trend since 1984,Start year of period,Number,units,1984.0
3740,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Overall trend since 1984,End year of period,Number,units,2020.0
3741,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-2.4
3742,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Overall trend within the last ten years,Start year of period,Number,units,2011.0
3743,2021,Canada (excluding Quebec),Females,Melanomas of the skin,Overall trend within the last ten years,End year of period,Number,units,2020.0
3744,2021,Canada (excluding Quebec),Females,Breast,First trend,Annual percent change (APC),Percentage,units,-0.8
3745,2021,Canada (excluding Quebec),Females,Breast,First trend,Start year of period,Number,units,1984.0
3746,2021,Canada (excluding Quebec),Females,Breast,First trend,End year of period,Number,units,1994.0
3747,2021,Canada (excluding Quebec),Females,Breast,Second trend,Annual percent change (APC),Percentage,units,-2.4
3748,2021,Canada (excluding Quebec),Females,Breast,Second trend,Start year of period,Number,units,1994.0
3749,2021,Canada (excluding Quebec),Females,Breast,Second trend,End year of period,Number,units,2010.0
3750,2021,Canada (excluding Quebec),Females,Breast,Third trend,Annual percent change (APC),Percentage,units,-1.7
3751,2021,Canada (excluding Quebec),Females,Breast,Third trend,Start year of period,Number,units,2010.0
3752,2021,Canada (excluding Quebec),Females,Breast,Third trend,End year of period,Number,units,2020.0
3753,2021,Canada (excluding Quebec),Females,Breast,Fourth trend,Annual percent change (APC),Percentage,units,
3754,2021,Canada (excluding Quebec),Females,Breast,Fourth trend,Start year of period,Number,units,
3755,2021,Canada (excluding Quebec),Females,Breast,Fourth trend,End year of period,Number,units,
3756,2021,Canada (excluding Quebec),Females,Breast,Fifth trend,Annual percent change (APC),Percentage,units,
3757,2021,Canada (excluding Quebec),Females,Breast,Fifth trend,Start year of period,Number,units,
3758,2021,Canada (excluding Quebec),Females,Breast,Fifth trend,End year of period,Number,units,
3759,2021,Canada (excluding Quebec),Females,Breast,Latest trend,Annual percent change (APC),Percentage,units,-1.7
3760,2021,Canada (excluding Quebec),Females,Breast,Latest trend,Start year of period,Number,units,2010.0
3761,2021,Canada (excluding Quebec),Females,Breast,Latest trend,End year of period,Number,units,2020.0
3762,2021,Canada (excluding Quebec),Females,Breast,Overall trend since 1984,Annual percent change (APC),Percentage,units,-1.7
3763,2021,Canada (excluding Quebec),Females,Breast,Overall trend since 1984,Start year of period,Number,units,1984.0
3764,2021,Canada (excluding Quebec),Females,Breast,Overall trend since 1984,End year of period,Number,units,2020.0
3765,2021,Canada (excluding Quebec),Females,Breast,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-1.7
3766,2021,Canada (excluding Quebec),Females,Breast,Overall trend within the last ten years,Start year of period,Number,units,2011.0
3767,2021,Canada (excluding Quebec),Females,Breast,Overall trend within the last ten years,End year of period,Number,units,2020.0
3768,2021,Canada (excluding Quebec),Females,Cervix uteri,First trend,Annual percent change (APC),Percentage,units,-2.7
3769,2021,Canada (excluding Quebec),Females,Cervix uteri,First trend,Start year of period,Number,units,1984.0
3770,2021,Canada (excluding Quebec),Females,Cervix uteri,First trend,End year of period,Number,units,2008.0
3771,2021,Canada (excluding Quebec),Females,Cervix uteri,Second trend,Annual percent change (APC),Percentage,units,-0.9
3772,2021,Canada (excluding Quebec),Females,Cervix uteri,Second trend,Start year of period,Number,units,2008.0
3773,2021,Canada (excluding Quebec),Females,Cervix uteri,Second trend,End year of period,Number,units,2020.0
3774,2021,Canada (excluding Quebec),Females,Cervix uteri,Third trend,Annual percent change (APC),Percentage,units,
3775,2021,Canada (excluding Quebec),Females,Cervix uteri,Third trend,Start year of period,Number,units,
3776,2021,Canada (excluding Quebec),Females,Cervix uteri,Third trend,End year of period,Number,units,
3777,2021,Canada (excluding Quebec),Females,Cervix uteri,Fourth trend,Annual percent change (APC),Percentage,units,
3778,2021,Canada (excluding Quebec),Females,Cervix uteri,Fourth trend,Start year of period,Number,units,
3779,2021,Canada (excluding Quebec),Females,Cervix uteri,Fourth trend,End year of period,Number,units,
3780,2021,Canada (excluding Quebec),Females,Cervix uteri,Fifth trend,Annual percent change (APC),Percentage,units,
3781,2021,Canada (excluding Quebec),Females,Cervix uteri,Fifth trend,Start year of period,Number,units,
3782,2021,Canada (excluding Quebec),Females,Cervix uteri,Fifth trend,End year of period,Number,units,
3783,2021,Canada (excluding Quebec),Females,Cervix uteri,Latest trend,Annual percent change (APC),Percentage,units,-0.9
3784,2021,Canada (excluding Quebec),Females,Cervix uteri,Latest trend,Start year of period,Number,units,2008.0
3785,2021,Canada (excluding Quebec),Females,Cervix uteri,Latest trend,End year of period,Number,units,2020.0
3786,2021,Canada (excluding Quebec),Females,Cervix uteri,Overall trend since 1984,Annual percent change (APC),Percentage,units,-2.1
3787,2021,Canada (excluding Quebec),Females,Cervix uteri,Overall trend since 1984,Start year of period,Number,units,1984.0
3788,2021,Canada (excluding Quebec),Females,Cervix uteri,Overall trend since 1984,End year of period,Number,units,2020.0
3789,2021,Canada (excluding Quebec),Females,Cervix uteri,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-0.9
3790,2021,Canada (excluding Quebec),Females,Cervix uteri,Overall trend within the last ten years,Start year of period,Number,units,2011.0
3791,2021,Canada (excluding Quebec),Females,Cervix uteri,Overall trend within the last ten years,End year of period,Number,units,2020.0
3792,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",First trend,Annual percent change (APC),Percentage,units,-0.2
3793,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",First trend,Start year of period,Number,units,1984.0
3794,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",First trend,End year of period,Number,units,2005.0
3795,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Second trend,Annual percent change (APC),Percentage,units,2.1
3796,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Second trend,Start year of period,Number,units,2005.0
3797,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Second trend,End year of period,Number,units,2020.0
3798,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Third trend,Annual percent change (APC),Percentage,units,
3799,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Third trend,Start year of period,Number,units,
3800,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Third trend,End year of period,Number,units,
3801,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Fourth trend,Annual percent change (APC),Percentage,units,
3802,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Fourth trend,Start year of period,Number,units,
3803,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Fourth trend,End year of period,Number,units,
3804,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Fifth trend,Annual percent change (APC),Percentage,units,
3805,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Fifth trend,Start year of period,Number,units,
3806,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Fifth trend,End year of period,Number,units,
3807,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Latest trend,Annual percent change (APC),Percentage,units,2.1
3808,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Latest trend,Start year of period,Number,units,2005.0
3809,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Latest trend,End year of period,Number,units,2020.0
3810,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Overall trend since 1984,Annual percent change (APC),Percentage,units,0.7
3811,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Overall trend since 1984,Start year of period,Number,units,1984.0
3812,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Overall trend since 1984,End year of period,Number,units,2020.0
3813,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Overall trend within the last ten years,Annual percent change (APC),Percentage,units,2.1
3814,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Overall trend within the last ten years,Start year of period,Number,units,2011.0
3815,2021,Canada (excluding Quebec),Females,"Uterus (body, NOS)",Overall trend within the last ten years,End year of period,Number,units,2020.0
3816,2021,Canada (excluding Quebec),Females,Ovary,First trend,Annual percent change (APC),Percentage,units,-0.5
3817,2021,Canada (excluding Quebec),Females,Ovary,First trend,Start year of period,Number,units,1984.0
3818,2021,Canada (excluding Quebec),Females,Ovary,First trend,End year of period,Number,units,2003.0
3819,2021,Canada (excluding Quebec),Females,Ovary,Second trend,Annual percent change (APC),Percentage,units,-1.5
3820,2021,Canada (excluding Quebec),Females,Ovary,Second trend,Start year of period,Number,units,2003.0
3821,2021,Canada (excluding Quebec),Females,Ovary,Second trend,End year of period,Number,units,2020.0
3822,2021,Canada (excluding Quebec),Females,Ovary,Third trend,Annual percent change (APC),Percentage,units,
3823,2021,Canada (excluding Quebec),Females,Ovary,Third trend,Start year of period,Number,units,
3824,2021,Canada (excluding Quebec),Females,Ovary,Third trend,End year of period,Number,units,
3825,2021,Canada (excluding Quebec),Females,Ovary,Fourth trend,Annual percent change (APC),Percentage,units,
3826,2021,Canada (excluding Quebec),Females,Ovary,Fourth trend,Start year of period,Number,units,
3827,2021,Canada (excluding Quebec),Females,Ovary,Fourth trend,End year of period,Number,units,
3828,2021,Canada (excluding Quebec),Females,Ovary,Fifth trend,Annual percent change (APC),Percentage,units,
3829,2021,Canada (excluding Quebec),Females,Ovary,Fifth trend,Start year of period,Number,units,
3830,2021,Canada (excluding Quebec),Females,Ovary,Fifth trend,End year of period,Number,units,
3831,2021,Canada (excluding Quebec),Females,Ovary,Latest trend,Annual percent change (APC),Percentage,units,-1.5
3832,2021,Canada (excluding Quebec),Females,Ovary,Latest trend,Start year of period,Number,units,2003.0
3833,2021,Canada (excluding Quebec),Females,Ovary,Latest trend,End year of period,Number,units,2020.0
3834,2021,Canada (excluding Quebec),Females,Ovary,Overall trend since 1984,Annual percent change (APC),Percentage,units,-0.9
3835,2021,Canada (excluding Quebec),Females,Ovary,Overall trend since 1984,Start year of period,Number,units,1984.0
3836,2021,Canada (excluding Quebec),Females,Ovary,Overall trend since 1984,End year of period,Number,units,2020.0
3837,2021,Canada (excluding Quebec),Females,Ovary,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-1.5
3838,2021,Canada (excluding Quebec),Females,Ovary,Overall trend within the last ten years,Start year of period,Number,units,2011.0
3839,2021,Canada (excluding Quebec),Females,Ovary,Overall trend within the last ten years,End year of period,Number,units,2020.0
3840,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),First trend,Annual percent change (APC),Percentage,units,-0.3
3841,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),First trend,Start year of period,Number,units,1984.0
3842,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),First trend,End year of period,Number,units,2016.0
3843,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Second trend,Annual percent change (APC),Percentage,units,-4.9
3844,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Second trend,Start year of period,Number,units,2016.0
3845,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Second trend,End year of period,Number,units,2020.0
3846,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Third trend,Annual percent change (APC),Percentage,units,
3847,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Third trend,Start year of period,Number,units,
3848,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Third trend,End year of period,Number,units,
3849,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Fourth trend,Annual percent change (APC),Percentage,units,
3850,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Fourth trend,Start year of period,Number,units,
3851,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Fourth trend,End year of period,Number,units,
3852,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Fifth trend,Annual percent change (APC),Percentage,units,
3853,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Fifth trend,Start year of period,Number,units,
3854,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Fifth trend,End year of period,Number,units,
3855,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Latest trend,Annual percent change (APC),Percentage,units,-4.9
3856,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Latest trend,Start year of period,Number,units,2016.0
3857,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Latest trend,End year of period,Number,units,2020.0
3858,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Overall trend since 1984,Annual percent change (APC),Percentage,units,-0.8
3859,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Overall trend since 1984,Start year of period,Number,units,1984.0
3860,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Overall trend since 1984,End year of period,Number,units,2020.0
3861,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-2.1
3862,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Overall trend within the last ten years,Start year of period,Number,units,2011.0
3863,2021,Canada (excluding Quebec),Females,Urinary bladder (including in situ),Overall trend within the last ten years,End year of period,Number,units,2020.0
3864,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,First trend,Annual percent change (APC),Percentage,units,-0.4
3865,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,First trend,Start year of period,Number,units,1984.0
3866,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,First trend,End year of period,Number,units,2008.0
3867,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Second trend,Annual percent change (APC),Percentage,units,-2.2
3868,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Second trend,Start year of period,Number,units,2008.0
3869,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Second trend,End year of period,Number,units,2020.0
3870,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Third trend,Annual percent change (APC),Percentage,units,
3871,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Third trend,Start year of period,Number,units,
3872,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Third trend,End year of period,Number,units,
3873,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Fourth trend,Annual percent change (APC),Percentage,units,
3874,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Fourth trend,Start year of period,Number,units,
3875,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Fourth trend,End year of period,Number,units,
3876,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Fifth trend,Annual percent change (APC),Percentage,units,
3877,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Fifth trend,Start year of period,Number,units,
3878,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Fifth trend,End year of period,Number,units,
3879,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Latest trend,Annual percent change (APC),Percentage,units,-2.2
3880,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Latest trend,Start year of period,Number,units,2008.0
3881,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Latest trend,End year of period,Number,units,2020.0
3882,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Overall trend since 1984,Annual percent change (APC),Percentage,units,-1.0
3883,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Overall trend since 1984,Start year of period,Number,units,1984.0
3884,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Overall trend since 1984,End year of period,Number,units,2020.0
3885,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-2.2
3886,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Overall trend within the last ten years,Start year of period,Number,units,2011.0
3887,2021,Canada (excluding Quebec),Females,Kidney and renal pelvis,Overall trend within the last ten years,End year of period,Number,units,2020.0
3888,2021,Canada (excluding Quebec),Females,Brain and central nervous system,First trend,Annual percent change (APC),Percentage,units,-0.8
3889,2021,Canada (excluding Quebec),Females,Brain and central nervous system,First trend,Start year of period,Number,units,1984.0
3890,2021,Canada (excluding Quebec),Females,Brain and central nervous system,First trend,End year of period,Number,units,2006.0
3891,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Second trend,Annual percent change (APC),Percentage,units,1.6
3892,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Second trend,Start year of period,Number,units,2006.0
3893,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Second trend,End year of period,Number,units,2014.0
3894,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Third trend,Annual percent change (APC),Percentage,units,-1.8
3895,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Third trend,Start year of period,Number,units,2014.0
3896,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Third trend,End year of period,Number,units,2020.0
3897,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Fourth trend,Annual percent change (APC),Percentage,units,
3898,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Fourth trend,Start year of period,Number,units,
3899,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Fourth trend,End year of period,Number,units,
3900,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Fifth trend,Annual percent change (APC),Percentage,units,
3901,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Fifth trend,Start year of period,Number,units,
3902,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Fifth trend,End year of period,Number,units,
3903,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Latest trend,Annual percent change (APC),Percentage,units,-1.8
3904,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Latest trend,Start year of period,Number,units,2014.0
3905,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Latest trend,End year of period,Number,units,2020.0
3906,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Overall trend since 1984,Annual percent change (APC),Percentage,units,-0.5
3907,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Overall trend since 1984,Start year of period,Number,units,1984.0
3908,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Overall trend since 1984,End year of period,Number,units,2020.0
3909,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-0.7
3910,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Overall trend within the last ten years,Start year of period,Number,units,2011.0
3911,2021,Canada (excluding Quebec),Females,Brain and central nervous system,Overall trend within the last ten years,End year of period,Number,units,2020.0
3912,2021,Canada (excluding Quebec),Females,Thyroid,First trend,Annual percent change (APC),Percentage,units,-0.2
3913,2021,Canada (excluding Quebec),Females,Thyroid,First trend,Start year of period,Number,units,1984.0
3914,2021,Canada (excluding Quebec),Females,Thyroid,First trend,End year of period,Number,units,2020.0
3915,2021,Canada (excluding Quebec),Females,Thyroid,Second trend,Annual percent change (APC),Percentage,units,
3916,2021,Canada (excluding Quebec),Females,Thyroid,Second trend,Start year of period,Number,units,
